weather_id,store_id,weather_date,temperature_c,rainfall_mm,humidity_pct,weather_type
21624,15,2024-03-15,39.2,0.0,39.4,Clear
21625,15,2024-03-16,37.3,0.0,40.3,Clear
21626,15,2024-03-17,39.6,0.0,37.6,Clear
21627,15,2024-03-18,40.2,0.0,27.1,Clear
21628,15,2024-03-19,44.7,0.0,29.8,Clear
21629,15,2024-03-20,44.4,0.0,38.4,Clear
21630,15,2024-03-21,38.0,0.0,31.9,Clear
21631,15,2024-03-22,40.8,0.0,41.4,Clear
21632,15,2024-03-23,38.6,0.0,34.5,Clear
21633,15,2024-03-24,40.8,0.0,33.8,Clear
21634,15,2024-03-25,42.7,0.0,33.7,Clear
21635,15,2024-03-26,38.3,0.0,31.5,Clear
21636,15,2024-03-27,36.8,0.0,29.2,Clear
21637,15,2024-03-28,42.1,0.0,37.1,Clear
21638,15,2024-03-29,40.6,0.0,34.6,Clear
21639,15,2024-03-30,39.8,0.0,27.8,Clear
21640,15,2024-03-31,40.7,0.0,35.8,Clear
21641,15,2024-04-01,41.9,0.0,37.6,Clear
21642,15,2024-04-02,42.9,0.0,35.3,Clear
21643,15,2024-04-03,40.6,0.0,27.3,Clear
21644,15,2024-04-04,35.9,0.06,42.7,Cloudy
21645,15,2024-04-05,39.6,0.03,34.1,Cloudy
21646,15,2024-04-06,39.3,0.0,33.4,Clear
21647,15,2024-04-07,37.9,0.0,36.5,Clear
21648,15,2024-04-08,41.3,0.0,29.8,Clear
21649,15,2024-04-09,37.5,0.0,32.3,Clear
21650,15,2024-04-10,33.9,0.0,33.4,Clear
21651,15,2024-04-11,44.3,0.0,33.2,Clear
21652,15,2024-04-12,37.3,0.13,32.9,Cloudy
21653,15,2024-04-13,42.2,0.01,31.7,Cloudy
21654,15,2024-04-14,38.5,0.0,40.1,Clear
21655,15,2024-04-15,36.6,0.0,36.4,Clear
21656,15,2024-04-16,42.1,0.0,29.4,Clear
21657,15,2024-04-17,41.8,0.0,35.3,Clear
21658,15,2024-04-18,40.7,0.0,42.8,Clear
21659,15,2024-04-19,39.0,0.0,25.4,Clear
21660,15,2024-04-20,37.0,0.0,28.1,Clear
21661,15,2024-04-21,38.8,0.0,36.3,Clear
21662,15,2024-04-22,42.5,0.0,39.7,Clear
21663,15,2024-04-23,38.1,0.0,36.0,Clear
21664,15,2024-04-24,39.3,0.09,38.8,Cloudy
21665,15,2024-04-25,40.9,0.0,36.9,Clear
21666,15,2024-04-26,37.6,0.0,36.4,Clear
21667,15,2024-04-27,40.3,0.0,21.2,Clear
21668,15,2024-04-28,37.6,0.01,40.3,Cloudy
21669,15,2024-04-29,39.2,0.0,36.0,Clear
21670,15,2024-04-30,42.3,0.0,41.3,Clear
21671,15,2024-05-01,39.5,0.0,44.5,Clear
21672,15,2024-05-02,36.0,0.0,40.8,Clear
21673,15,2024-05-03,41.5,0.0,30.7,Clear
21674,15,2024-05-04,40.6,0.0,35.7,Clear
21675,15,2024-05-05,38.8,0.0,32.0,Clear
21676,15,2024-05-06,38.6,0.08,34.1,Cloudy
21677,15,2024-05-07,39.1,0.0,37.2,Clear
21678,15,2024-05-08,43.8,0.0,36.1,Clear
21679,15,2024-05-09,40.7,0.0,30.3,Clear
21680,15,2024-05-10,39.6,0.0,38.4,Clear
21681,15,2024-05-11,40.6,0.0,44.5,Clear
21682,15,2024-05-12,43.4,0.0,42.0,Clear
21683,15,2024-05-13,41.1,0.0,39.8,Clear
21684,15,2024-05-14,38.7,0.0,32.7,Clear
21685,15,2024-05-15,38.8,0.0,31.4,Clear
21686,15,2024-05-16,37.5,0.0,31.8,Clear
21687,15,2024-05-17,40.3,0.0,31.1,Clear
21688,15,2024-05-18,44.9,0.0,41.2,Clear
21689,15,2024-05-19,39.3,0.0,28.6,Clear
21690,15,2024-05-20,40.6,0.0,35.9,Clear
21691,15,2024-05-21,38.4,0.0,39.8,Clear
21692,15,2024-05-22,36.8,0.33,34.6,Cloudy
21693,15,2024-05-23,36.8,0.0,33.5,Clear
21694,15,2024-05-24,38.5,0.0,32.9,Clear
21695,15,2024-05-25,40.2,0.0,41.3,Clear
21696,15,2024-05-26,42.0,0.0,28.4,Clear
21697,15,2024-05-27,41.8,0.02,36.3,Cloudy
21698,15,2024-05-28,37.7,0.0,31.4,Clear
21699,15,2024-05-29,39.7,0.0,30.3,Clear
21700,15,2024-05-30,38.8,0.0,37.3,Clear
21701,15,2024-05-31,39.3,0.0,35.8,Clear
21702,15,2024-06-01,30.7,0.0,73.8,Clear
21703,15,2024-06-02,30.8,5.04,67.3,Rainy
21704,15,2024-06-03,27.6,7.93,66.5,Rainy
21705,15,2024-06-04,29.9,2.93,77.5,Cloudy
21706,15,2024-06-05,26.0,0.36,63.2,Cloudy
21707,15,2024-06-06,28.4,0.0,65.5,Clear
21708,15,2024-06-07,24.8,0.0,74.4,Clear
21709,15,2024-06-08,29.5,2.12,72.6,Cloudy
21710,15,2024-06-09,30.3,0.0,71.8,Clear
21711,15,2024-06-10,22.4,5.42,81.3,Rainy
21712,15,2024-06-11,26.4,2.57,69.4,Cloudy
21713,15,2024-06-12,28.1,3.62,79.7,Cloudy
21714,15,2024-06-13,33.1,2.58,68.8,Cloudy
21715,15,2024-06-14,35.3,0.0,76.8,Clear
21716,15,2024-06-15,30.8,3.93,76.7,Cloudy
21717,15,2024-06-16,26.8,0.0,71.7,Clear
21718,15,2024-06-17,29.1,1.71,69.7,Cloudy
21719,15,2024-06-18,27.7,6.12,73.9,Rainy
21720,15,2024-06-19,31.3,0.0,79.9,Clear
21721,15,2024-06-20,32.4,2.39,81.0,Cloudy
21722,15,2024-06-21,25.5,1.55,72.9,Cloudy
21723,15,2024-06-22,28.3,12.07,74.6,Rainy
21724,15,2024-06-23,25.5,0.0,78.6,Clear
21725,15,2024-06-24,24.6,1.78,81.6,Cloudy
21726,15,2024-06-25,22.4,2.85,77.1,Cloudy
21727,15,2024-06-26,28.8,6.66,72.0,Rainy
21728,15,2024-06-27,29.1,11.08,81.6,Rainy
21729,15,2024-06-28,27.8,12.04,85.3,Rainy
21730,15,2024-06-29,25.7,2.75,76.3,Cloudy
21731,15,2024-06-30,34.2,0.0,70.8,Clear
21732,15,2024-07-01,28.1,2.24,78.4,Cloudy
21733,15,2024-07-02,30.8,1.1,67.4,Cloudy
21734,15,2024-07-03,29.3,0.0,71.5,Clear
21735,15,2024-07-04,22.4,0.24,81.9,Cloudy
21736,15,2024-07-05,25.7,0.0,71.2,Clear
21737,15,2024-07-06,30.0,0.37,77.2,Cloudy
21738,15,2024-07-07,31.5,3.31,78.3,Cloudy
21739,15,2024-07-08,31.5,0.41,70.2,Cloudy
21740,15,2024-07-09,27.2,0.0,70.6,Clear
21741,15,2024-07-10,29.2,0.55,68.4,Cloudy
21742,15,2024-07-11,28.8,1.16,67.3,Cloudy
21743,15,2024-07-12,24.2,4.69,72.3,Cloudy
21744,15,2024-07-13,28.3,9.02,78.6,Rainy
21745,15,2024-07-14,25.3,0.0,84.3,Clear
21746,15,2024-07-15,27.5,12.93,65.2,Rainy
21747,15,2024-07-16,31.9,1.64,67.9,Cloudy
21748,15,2024-07-17,30.1,7.48,72.5,Rainy
21749,15,2024-07-18,27.1,4.07,67.9,Cloudy
21750,15,2024-07-19,27.1,0.0,68.5,Clear
21751,15,2024-07-20,28.9,4.25,71.3,Cloudy
21752,15,2024-07-21,28.5,4.03,78.2,Cloudy
21753,15,2024-07-22,30.0,2.66,74.0,Cloudy
21754,15,2024-07-23,30.1,8.67,68.0,Rainy
21755,15,2024-07-24,33.3,0.0,74.7,Clear
21756,15,2024-07-25,29.7,0.98,71.5,Cloudy
21757,15,2024-07-26,31.4,12.43,71.3,Rainy
21758,15,2024-07-27,30.0,6.07,68.4,Rainy
21759,15,2024-07-28,27.6,4.49,71.7,Cloudy
21760,15,2024-07-29,29.0,0.0,74.2,Clear
21761,15,2024-07-30,34.3,6.99,67.9,Rainy
21762,15,2024-07-31,27.1,0.22,77.2,Cloudy
21763,15,2024-08-01,33.6,2.62,66.1,Cloudy
21764,15,2024-08-02,28.9,3.62,75.2,Cloudy
21765,15,2024-08-03,26.3,0.0,69.9,Clear
21766,15,2024-08-04,32.1,7.1,69.8,Rainy
21767,15,2024-08-05,31.0,2.2,67.8,Cloudy
21768,15,2024-08-06,31.6,0.01,75.2,Cloudy
21769,15,2024-08-07,33.0,16.18,78.5,Rainy
21770,15,2024-08-08,28.8,3.53,79.7,Cloudy
21771,15,2024-08-09,32.2,0.0,71.5,Clear
21772,15,2024-08-10,25.1,12.84,70.6,Rainy
21773,15,2024-08-11,30.0,2.15,68.4,Cloudy
21774,15,2024-08-12,30.1,0.0,73.7,Clear
21775,15,2024-08-13,32.5,3.23,81.1,Cloudy
21776,15,2024-08-14,28.6,0.0,73.5,Clear
21777,15,2024-08-15,24.2,1.99,77.4,Cloudy
21778,15,2024-08-16,33.6,1.74,72.3,Cloudy
21779,15,2024-08-17,29.7,4.39,71.0,Cloudy
21780,15,2024-08-18,30.9,0.0,72.2,Clear
21781,15,2024-08-19,38.4,1.04,76.0,Cloudy
21782,15,2024-08-20,24.7,11.19,79.6,Rainy
21783,15,2024-08-21,35.0,0.98,75.0,Cloudy
21784,15,2024-08-22,29.8,0.0,70.5,Clear
21785,15,2024-08-23,28.4,7.34,67.1,Rainy
21786,15,2024-08-24,26.4,0.0,73.2,Clear
21787,15,2024-08-25,28.9,22.56,65.9,Rainy
21788,15,2024-08-26,24.7,8.02,79.4,Rainy
21789,15,2024-08-27,26.6,49.31,81.1,Rainy
21790,15,2024-08-28,27.2,0.61,75.9,Cloudy
21791,15,2024-08-29,26.7,9.04,74.8,Rainy
21792,15,2024-08-30,33.3,0.0,72.4,Clear
21793,15,2024-08-31,28.3,0.42,79.5,Cloudy
21794,15,2024-09-01,30.4,4.56,66.9,Cloudy
21795,15,2024-09-02,27.7,5.5,92.3,Rainy
21796,15,2024-09-03,28.6,2.55,74.6,Cloudy
21797,15,2024-09-04,26.2,10.76,76.4,Rainy
21798,15,2024-09-05,28.8,9.58,82.9,Rainy
21799,15,2024-09-06,30.1,8.36,75.2,Rainy
21800,15,2024-09-07,34.5,2.26,75.9,Cloudy
21801,15,2024-09-08,27.7,8.48,76.2,Rainy
21802,15,2024-09-09,29.3,0.75,81.0,Cloudy
21803,15,2024-09-10,28.5,16.48,71.7,Rainy
21804,15,2024-09-11,26.2,4.98,71.6,Cloudy
21805,15,2024-09-12,27.6,0.17,69.8,Cloudy
21806,15,2024-09-13,31.8,0.0,80.9,Clear
21807,15,2024-09-14,25.7,8.4,77.3,Rainy
21808,15,2024-09-15,29.5,7.51,69.8,Rainy
21809,15,2024-09-16,29.0,1.84,77.3,Cloudy
21810,15,2024-09-17,31.6,0.0,80.7,Clear
21811,15,2024-09-18,31.7,2.67,73.2,Cloudy
21812,15,2024-09-19,27.8,1.56,68.6,Cloudy
21813,15,2024-09-20,26.8,7.75,76.8,Rainy
21814,15,2024-09-21,28.3,0.0,80.7,Clear
21815,15,2024-09-22,29.1,2.32,72.4,Cloudy
21816,15,2024-09-23,30.6,2.2,71.4,Cloudy
21817,15,2024-09-24,27.8,0.17,82.7,Cloudy
21818,15,2024-09-25,29.7,11.67,75.9,Rainy
21819,15,2024-09-26,25.4,1.65,84.1,Cloudy
21820,15,2024-09-27,30.9,1.86,84.3,Cloudy
21821,15,2024-09-28,31.7,2.29,73.2,Cloudy
21822,15,2024-09-29,28.7,12.07,66.6,Rainy
21823,15,2024-09-30,28.0,1.43,73.3,Cloudy
21824,15,2024-10-01,29.8,0.0,60.7,Clear
21825,15,2024-10-02,30.4,0.12,57.7,Cloudy
21826,15,2024-10-03,38.7,0.0,50.3,Clear
21827,15,2024-10-04,27.2,0.0,58.4,Clear
21828,15,2024-10-05,32.7,0.0,61.2,Clear
21829,15,2024-10-06,29.7,0.0,61.6,Clear
21830,15,2024-10-07,29.2,0.0,55.7,Clear
21831,15,2024-10-08,34.7,0.0,55.6,Clear
21832,15,2024-10-09,29.7,0.0,56.1,Clear
21833,15,2024-10-10,32.6,0.0,52.2,Clear
21834,15,2024-10-11,33.7,0.0,55.3,Clear
21835,15,2024-10-12,30.7,0.0,49.2,Clear
21836,15,2024-10-13,34.6,0.0,57.9,Clear
21837,15,2024-10-14,38.3,0.0,49.4,Clear
21838,15,2024-10-15,32.0,0.0,48.7,Clear
21839,15,2024-10-16,31.5,0.0,51.8,Clear
21840,15,2024-10-17,33.6,0.0,58.6,Clear
21841,15,2024-10-18,31.9,0.38,57.5,Cloudy
21842,15,2024-10-19,26.1,0.0,61.8,Clear
21843,15,2024-10-20,33.4,0.0,51.6,Clear
21844,15,2024-10-21,35.8,0.0,56.8,Clear
21845,15,2024-10-22,30.3,0.03,57.2,Cloudy
21846,15,2024-10-23,32.6,0.0,58.2,Clear
21847,15,2024-10-24,26.1,0.0,58.5,Clear
21848,15,2024-10-25,30.1,0.0,60.2,Clear
21849,15,2024-10-26,27.8,0.0,59.0,Clear
21850,15,2024-10-27,31.8,0.0,58.2,Clear
21851,15,2024-10-28,33.9,0.0,50.4,Clear
21852,15,2024-10-29,34.8,0.0,62.7,Clear
21853,15,2024-10-30,30.9,0.0,51.4,Clear
21854,15,2024-10-31,31.6,0.0,51.6,Clear
21855,15,2024-11-01,30.4,1.13,53.1,Cloudy
21856,15,2024-11-02,31.1,0.0,57.9,Clear
21857,15,2024-11-03,29.0,0.0,54.1,Clear
21858,15,2024-11-04,35.3,0.0,51.5,Clear
21859,15,2024-11-05,28.8,0.02,50.8,Cloudy
21860,15,2024-11-06,34.0,0.0,64.2,Clear
21861,15,2024-11-07,35.2,0.0,48.8,Clear
21862,15,2024-11-08,35.5,0.0,62.6,Clear
21863,15,2024-11-09,34.0,0.0,52.9,Clear
21864,15,2024-11-10,30.2,0.0,46.9,Clear
21865,15,2024-11-11,28.8,0.63,59.4,Cloudy
21866,15,2024-11-12,33.1,0.0,52.8,Clear
21867,15,2024-11-13,33.1,0.0,60.4,Clear
21868,15,2024-11-14,27.8,0.0,53.2,Clear
21869,15,2024-11-15,32.2,0.0,60.8,Clear
21870,15,2024-11-16,29.4,0.0,57.3,Clear
21871,15,2024-11-17,35.2,0.0,50.4,Clear
21872,15,2024-11-18,33.0,0.0,62.1,Clear
21873,15,2024-11-19,33.5,0.0,55.2,Clear
21874,15,2024-11-20,34.9,0.0,55.5,Clear
21875,15,2024-11-21,30.7,0.0,53.5,Clear
21876,15,2024-11-22,31.4,0.0,55.3,Clear
21877,15,2024-11-23,29.5,0.0,52.9,Clear
21878,15,2024-11-24,30.1,0.0,52.1,Clear
21879,15,2024-11-25,35.4,0.0,53.4,Clear
21880,15,2024-11-26,31.8,0.0,55.4,Clear
21881,15,2024-11-27,31.0,0.0,52.3,Clear
21882,15,2024-11-28,28.8,0.0,59.5,Clear
21883,15,2024-11-29,31.4,0.0,57.2,Clear
21884,15,2024-11-30,32.1,0.0,60.8,Clear
21885,15,2024-12-01,19.1,0.0,53.7,Clear
21886,15,2024-12-02,20.8,0.0,40.9,Clear
21887,15,2024-12-03,19.9,0.0,45.0,Clear
21888,15,2024-12-04,19.3,0.0,45.2,Clear
21889,15,2024-12-05,16.2,0.0,35.8,Clear
21890,15,2024-12-06,16.2,0.0,44.8,Clear
21891,15,2024-12-07,23.8,0.04,44.6,Cloudy
21892,15,2024-12-08,19.5,0.02,42.4,Cloudy
21893,15,2024-12-09,15.3,0.0,50.9,Cloudy
21894,15,2024-12-10,23.0,0.0,41.2,Clear
21895,15,2024-12-11,15.3,0.01,33.7,Cloudy
21896,15,2024-12-12,18.7,0.0,38.3,Clear
21897,15,2024-12-13,13.9,0.0,50.4,Clear
21898,15,2024-12-14,18.3,0.0,47.1,Clear
21899,15,2024-12-15,13.2,0.0,40.5,Clear
21900,15,2024-12-16,21.7,0.0,43.8,Clear
21901,15,2024-12-17,19.8,0.01,49.4,Cloudy
21902,15,2024-12-18,18.1,0.0,48.9,Clear
21903,15,2024-12-19,18.3,0.0,45.4,Clear
21904,15,2024-12-20,19.2,0.0,40.4,Clear
21905,15,2024-12-21,21.2,0.0,53.7,Clear
21906,15,2024-12-22,24.2,0.0,46.2,Clear
21907,15,2024-12-23,22.1,0.0,39.9,Clear
21908,15,2024-12-24,18.6,0.0,47.1,Clear
21909,15,2024-12-25,17.7,0.0,43.1,Clear
21910,15,2024-12-26,19.2,0.0,51.4,Clear
21911,15,2024-12-27,20.9,0.0,42.6,Clear
21912,15,2024-12-28,16.3,0.0,45.2,Clear
21913,15,2024-12-29,18.4,0.0,47.9,Clear
21914,15,2024-12-30,22.5,0.0,42.0,Clear
21915,15,2024-12-31,20.6,0.0,45.4,Clear
21916,16,2021-01-01,19.4,0.0,65.8,Clear
21917,16,2021-01-02,18.0,0.0,71.3,Clear
21918,16,2021-01-03,24.9,0.2,66.1,Cloudy
21919,16,2021-01-04,21.2,0.0,60.0,Clear
21920,16,2021-01-05,20.6,0.0,65.5,Clear
21921,16,2021-01-06,23.3,0.0,62.1,Clear
21922,16,2021-01-07,24.5,0.0,56.4,Clear
21923,16,2021-01-08,27.1,0.08,68.9,Cloudy
21924,16,2021-01-09,20.9,0.0,60.9,Clear
21925,16,2021-01-10,15.3,0.0,66.6,Clear
21926,16,2021-01-11,18.4,0.0,63.7,Clear
21927,16,2021-01-12,24.9,0.0,65.1,Clear
21928,16,2021-01-13,19.8,0.0,71.7,Clear
21929,16,2021-01-14,23.7,0.0,67.8,Clear
21930,16,2021-01-15,23.5,0.0,85.9,Clear
21931,16,2021-01-16,20.7,0.0,58.5,Clear
21932,16,2021-01-17,21.6,0.0,74.7,Clear
21933,16,2021-01-18,23.4,0.0,54.6,Clear
21934,16,2021-01-19,18.8,0.0,68.0,Clear
21935,16,2021-01-20,19.5,0.0,67.7,Clear
21936,16,2021-01-21,22.0,0.43,60.0,Cloudy
21937,16,2021-01-22,23.2,0.0,61.6,Clear
21938,16,2021-01-23,16.6,0.0,69.7,Clear
21939,16,2021-01-24,20.8,0.0,65.7,Clear
21940,16,2021-01-25,23.8,0.0,62.8,Clear
21941,16,2021-01-26,26.4,0.0,63.3,Clear
21942,16,2021-01-27,21.7,0.17,70.0,Cloudy
21943,16,2021-01-28,23.4,0.0,75.3,Clear
21944,16,2021-01-29,19.9,0.0,57.0,Clear
21945,16,2021-01-30,21.3,0.0,71.3,Clear
21946,16,2021-01-31,20.8,0.0,66.0,Clear
21947,16,2021-02-01,21.9,0.0,66.1,Clear
21948,16,2021-02-02,20.4,0.0,67.8,Clear
21949,16,2021-02-03,20.2,0.0,64.6,Clear
21950,16,2021-02-04,19.8,0.18,68.8,Cloudy
21951,16,2021-02-05,21.8,0.0,59.9,Clear
21952,16,2021-02-06,25.6,0.0,68.0,Clear
21953,16,2021-02-07,18.8,0.0,64.9,Clear
21954,16,2021-02-08,20.5,0.0,71.4,Clear
21955,16,2021-02-09,20.1,0.0,65.4,Clear
21956,16,2021-02-10,17.6,0.17,69.1,Cloudy
21957,16,2021-02-11,19.5,0.0,61.7,Clear
21958,16,2021-02-12,19.3,0.0,58.1,Clear
21959,16,2021-02-13,24.4,0.0,62.4,Clear
21960,16,2021-02-14,19.8,0.0,59.2,Clear
21961,16,2021-02-15,20.3,0.0,58.0,Clear
21962,16,2021-02-16,21.7,0.0,66.9,Clear
21963,16,2021-02-17,18.0,0.0,62.9,Clear
21964,16,2021-02-18,22.6,0.0,63.6,Clear
21965,16,2021-02-19,18.5,0.0,66.5,Cloudy
21966,16,2021-02-20,18.2,0.0,61.8,Clear
21967,16,2021-02-21,17.2,0.0,61.4,Clear
21968,16,2021-02-22,19.8,0.0,61.0,Clear
21969,16,2021-02-23,21.9,0.0,68.5,Clear
21970,16,2021-02-24,20.3,0.0,64.9,Clear
21971,16,2021-02-25,26.7,0.0,65.4,Clear
21972,16,2021-02-26,26.7,0.0,73.6,Clear
21973,16,2021-02-27,23.9,0.0,65.6,Clear
21974,16,2021-02-28,23.1,0.0,69.4,Clear
21975,16,2021-03-01,32.6,0.0,62.6,Clear
21976,16,2021-03-02,33.4,0.0,66.2,Clear
21977,16,2021-03-03,29.4,0.0,65.5,Clear
21978,16,2021-03-04,36.1,0.3,71.4,Cloudy
21979,16,2021-03-05,33.2,0.0,64.1,Clear
21980,16,2021-03-06,37.3,0.0,73.0,Clear
21981,16,2021-03-07,34.7,0.32,68.8,Cloudy
21982,16,2021-03-08,32.5,0.0,80.2,Clear
21983,16,2021-03-09,35.1,0.0,62.4,Clear
21984,16,2021-03-10,30.7,0.0,60.4,Clear
21985,16,2021-03-11,34.2,0.0,74.2,Clear
21986,16,2021-03-12,33.4,0.0,64.8,Clear
21987,16,2021-03-13,34.5,0.0,64.2,Clear
21988,16,2021-03-14,35.8,0.0,62.1,Clear
21989,16,2021-03-15,33.9,0.0,66.1,Clear
21990,16,2021-03-16,31.2,0.08,52.7,Cloudy
21991,16,2021-03-17,35.0,0.0,59.0,Clear
21992,16,2021-03-18,35.7,0.0,72.1,Clear
21993,16,2021-03-19,35.1,0.0,68.6,Clear
21994,16,2021-03-20,30.3,0.0,63.7,Clear
21995,16,2021-03-21,35.8,0.0,66.0,Clear
21996,16,2021-03-22,33.3,0.03,68.2,Cloudy
21997,16,2021-03-23,32.9,0.0,70.4,Clear
21998,16,2021-03-24,34.0,0.2,72.1,Cloudy
21999,16,2021-03-25,37.2,0.0,69.2,Clear
22000,16,2021-03-26,30.6,0.0,60.1,Clear
22001,16,2021-03-27,31.6,0.05,53.5,Cloudy
22002,16,2021-03-28,30.9,0.07,70.5,Cloudy
22003,16,2021-03-29,36.4,0.0,60.9,Clear
22004,16,2021-03-30,31.1,0.0,58.4,Clear
22005,16,2021-03-31,30.9,0.0,58.8,Clear
22006,16,2021-04-01,30.6,0.0,55.6,Clear
22007,16,2021-04-02,34.1,0.0,56.3,Clear
22008,16,2021-04-03,37.9,0.0,65.9,Clear
22009,16,2021-04-04,31.7,0.0,64.9,Clear
22010,16,2021-04-05,33.8,0.0,73.3,Clear
22011,16,2021-04-06,31.0,0.0,64.6,Clear
22012,16,2021-04-07,32.2,0.0,66.3,Clear
22013,16,2021-04-08,38.4,0.0,69.6,Clear
22014,16,2021-04-09,27.5,0.0,65.8,Clear
22015,16,2021-04-10,30.5,0.06,62.5,Cloudy
22016,16,2021-04-11,32.7,0.0,61.6,Clear
22017,16,2021-04-12,34.3,0.0,65.0,Clear
22018,16,2021-04-13,30.8,0.38,72.2,Cloudy
22019,16,2021-04-14,36.1,0.0,56.2,Clear
22020,16,2021-04-15,34.8,0.0,61.2,Clear
22021,16,2021-04-16,29.6,0.0,63.2,Clear
22022,16,2021-04-17,34.0,0.0,60.9,Clear
22023,16,2021-04-18,35.9,0.0,67.1,Clear
22024,16,2021-04-19,33.3,0.05,70.8,Cloudy
22025,16,2021-04-20,31.1,0.0,68.3,Clear
22026,16,2021-04-21,35.6,0.0,70.0,Clear
22027,16,2021-04-22,35.4,0.0,61.1,Clear
22028,16,2021-04-23,36.0,0.1,60.7,Cloudy
22029,16,2021-04-24,32.3,0.0,64.8,Clear
22030,16,2021-04-25,31.2,0.0,62.3,Clear
22031,16,2021-04-26,33.0,0.0,62.9,Clear
22032,16,2021-04-27,31.6,0.0,65.0,Clear
22033,16,2021-04-28,31.6,0.0,63.5,Clear
22034,16,2021-04-29,32.2,0.0,66.9,Clear
22035,16,2021-04-30,30.2,0.0,66.8,Clear
22036,16,2021-05-01,29.9,0.4,71.9,Cloudy
22037,16,2021-05-02,30.5,0.0,70.1,Clear
22038,16,2021-05-03,32.2,0.0,60.8,Clear
22039,16,2021-05-04,29.7,0.0,77.8,Clear
22040,16,2021-05-05,33.9,0.0,64.2,Clear
22041,16,2021-05-06,30.7,0.0,70.6,Clear
22042,16,2021-05-07,31.3,0.0,62.2,Clear
22043,16,2021-05-08,35.2,0.0,69.6,Clear
22044,16,2021-05-09,33.6,0.0,68.1,Clear
22045,16,2021-05-10,33.7,0.0,70.3,Clear
22046,16,2021-05-11,33.1,0.0,61.8,Clear
22047,16,2021-05-12,31.7,0.0,66.1,Clear
22048,16,2021-05-13,35.0,0.6,67.6,Cloudy
22049,16,2021-05-14,31.8,0.1,67.6,Cloudy
22050,16,2021-05-15,36.2,0.64,60.8,Cloudy
22051,16,2021-05-16,33.2,0.0,65.6,Clear
22052,16,2021-05-17,34.0,0.0,62.2,Clear
22053,16,2021-05-18,29.6,0.0,64.9,Clear
22054,16,2021-05-19,35.5,0.0,61.0,Clear
22055,16,2021-05-20,33.2,0.0,66.0,Clear
22056,16,2021-05-21,33.9,0.0,65.1,Clear
22057,16,2021-05-22,36.9,0.0,65.6,Clear
22058,16,2021-05-23,37.9,0.0,69.9,Clear
22059,16,2021-05-24,32.5,0.0,68.7,Clear
22060,16,2021-05-25,36.9,0.0,69.5,Clear
22061,16,2021-05-26,35.2,0.0,68.1,Clear
22062,16,2021-05-27,33.4,0.0,66.9,Clear
22063,16,2021-05-28,32.5,0.0,69.5,Clear
22064,16,2021-05-29,37.7,0.0,61.7,Clear
22065,16,2021-05-30,30.7,0.0,68.4,Clear
22066,16,2021-05-31,33.7,0.0,70.9,Clear
22067,16,2021-06-01,28.4,24.36,93.8,Rainy
22068,16,2021-06-02,23.6,0.0,83.9,Clear
22069,16,2021-06-03,24.6,0.0,87.0,Clear
22070,16,2021-06-04,27.2,6.85,98.8,Rainy
22071,16,2021-06-05,27.1,6.29,85.9,Rainy
22072,16,2021-06-06,30.9,1.47,87.7,Cloudy
22073,16,2021-06-07,26.3,6.56,96.0,Rainy
22074,16,2021-06-08,27.5,8.83,99.2,Rainy
22075,16,2021-06-09,27.4,0.0,95.6,Clear
22076,16,2021-06-10,22.8,10.16,97.2,Rainy
22077,16,2021-06-11,29.9,13.61,94.7,Rainy
22078,16,2021-06-12,28.1,14.17,86.8,Rainy
22079,16,2021-06-13,25.0,5.15,95.4,Rainy
22080,16,2021-06-14,24.1,40.97,88.5,Rainy
22081,16,2021-06-15,27.5,20.34,100.7,Rainy
22082,16,2021-06-16,26.9,0.0,92.1,Clear
22083,16,2021-06-17,23.5,8.37,101.1,Rainy
22084,16,2021-06-18,26.7,0.0,94.3,Clear
22085,16,2021-06-19,25.0,5.66,88.9,Rainy
22086,16,2021-06-20,24.3,10.16,94.5,Rainy
22087,16,2021-06-21,27.4,24.31,92.6,Rainy
22088,16,2021-06-22,25.4,22.16,93.7,Rainy
22089,16,2021-06-23,21.2,16.14,100.8,Rainy
22090,16,2021-06-24,25.2,0.0,98.5,Clear
22091,16,2021-06-25,25.5,15.96,91.1,Rainy
22092,16,2021-06-26,28.7,73.75,89.3,Rainy
22093,16,2021-06-27,29.5,19.04,96.7,Rainy
22094,16,2021-06-28,29.8,28.43,87.0,Rainy
22095,16,2021-06-29,22.8,12.78,84.2,Rainy
22096,16,2021-06-30,26.4,0.0,81.8,Clear
22097,16,2021-07-01,27.1,16.38,94.5,Rainy
22098,16,2021-07-02,28.0,25.09,88.0,Rainy
22099,16,2021-07-03,27.7,27.46,90.7,Rainy
22100,16,2021-07-04,28.3,0.0,92.3,Clear
22101,16,2021-07-05,27.3,13.1,91.7,Rainy
22102,16,2021-07-06,26.3,7.9,94.3,Rainy
22103,16,2021-07-07,23.1,5.04,88.7,Rainy
22104,16,2021-07-08,30.3,39.43,93.4,Rainy
22105,16,2021-07-09,28.0,5.81,89.0,Rainy
22106,16,2021-07-10,24.6,0.0,93.2,Clear
22107,16,2021-07-11,27.8,8.55,92.1,Rainy
22108,16,2021-07-12,21.8,0.0,94.1,Clear
22109,16,2021-07-13,20.0,14.77,83.7,Rainy
22110,16,2021-07-14,26.9,0.0,94.0,Clear
22111,16,2021-07-15,23.4,7.05,81.5,Rainy
