inventory_id,store_id,product_id,stock_on_hand,reorder_point,safety_stock,max_stock_level,last_updated
1272,7,138,0,385,220,2475,2024-12-31
1273,7,139,7927,385,220,2475,2024-12-31
1274,7,140,0,385,220,2475,2024-12-31
1275,7,141,0,315,180,2025,2024-12-31
1276,7,142,7079,315,180,2025,2024-12-31
1277,7,143,0,315,180,2025,2024-12-31
1278,7,144,0,315,180,2025,2024-12-31
1279,7,145,2698,315,180,2025,2024-12-31
1280,7,146,0,245,140,1575,2024-12-31
1281,7,147,0,245,140,1575,2024-12-31
1282,7,148,6850,245,140,1575,2024-12-31
1283,7,149,0,245,140,1575,2024-12-31
1284,7,150,0,196,112,1260,2024-12-31
1285,7,151,3734,196,112,1260,2024-12-31
1286,7,152,0,196,112,1260,2024-12-31
1287,7,153,0,294,168,1890,2024-12-31
1288,7,154,2464,294,168,1890,2024-12-31
1289,7,155,0,294,168,1890,2024-12-31
1290,7,156,0,294,168,1890,2024-12-31
1291,7,157,574,196,112,1260,2024-12-31
1292,7,158,0,196,112,1260,2024-12-31
1293,7,159,0,196,112,1260,2024-12-31
1294,7,160,3124,308,176,1980,2024-12-31
1295,7,161,0,308,176,1980,2024-12-31
1296,7,162,0,308,176,1980,2024-12-31
1297,7,163,4278,308,176,1980,2024-12-31
1298,7,164,0,308,176,1980,2024-12-31
1299,7,165,0,140,80,900,2024-12-31
1300,7,166,2294,140,80,900,2024-12-31
1301,7,167,0,84,48,540,2024-12-31
1302,7,168,0,84,48,540,2024-12-31
1303,7,169,1476,112,64,720,2024-12-31
1304,7,170,0,112,64,720,2024-12-31
1305,7,171,0,112,64,720,2024-12-31
1306,7,172,4986,196,112,1260,2024-12-31
1307,7,173,0,196,112,1260,2024-12-31
1308,7,174,0,196,112,1260,2024-12-31
1309,7,175,417,98,56,630,2024-12-31
1310,7,176,0,98,56,630,2024-12-31
1311,7,177,0,98,56,630,2024-12-31
1312,7,178,1133,98,56,630,2024-12-31
1313,7,179,0,98,56,630,2024-12-31
1314,7,180,0,98,56,630,2024-12-31
1315,7,181,1523,98,56,630,2024-12-31
1316,7,182,0,175,100,1125,2024-12-31
1317,7,183,0,175,100,1125,2024-12-31
1318,7,184,794,105,60,675,2024-12-31
1319,7,185,0,105,60,675,2024-12-31
1320,7,186,0,105,60,675,2024-12-31
1321,7,187,1426,105,60,675,2024-12-31
1322,7,188,0,105,60,675,2024-12-31
1323,7,189,0,42,24,270,2024-12-31
1324,8,1,1276,140,80,900,2024-12-31
1325,8,2,0,140,80,900,2024-12-31
1326,8,3,0,140,80,900,2024-12-31
1327,8,4,2318,140,80,900,2024-12-31
1328,8,5,0,140,80,900,2024-12-31
1329,8,6,0,140,80,900,2024-12-31
1330,8,7,3983,140,80,900,2024-12-31
1331,8,8,0,280,160,1800,2024-12-31
1332,8,9,0,280,160,1800,2024-12-31
1333,8,10,426,280,160,1800,2024-12-31
1334,8,11,0,280,160,1800,2024-12-31
1335,8,12,0,280,160,1800,2024-12-31
1336,8,13,5480,280,160,1800,2024-12-31
1337,8,14,0,280,160,1800,2024-12-31
1338,8,15,0,280,160,1800,2024-12-31
1339,8,16,7050,280,160,1800,2024-12-31
1340,8,17,0,126,72,810,2024-12-31
1341,8,18,0,126,72,810,2024-12-31
1342,8,19,2190,126,72,810,2024-12-31
1343,8,20,0,126,72,810,2024-12-31
1344,8,21,0,56,32,360,2024-12-31
1345,8,22,922,56,32,360,2024-12-31
1346,8,23,0,56,32,360,2024-12-31
1347,8,24,0,630,360,4050,2024-12-31
1348,8,25,5164,630,360,4050,2024-12-31
1349,8,26,0,630,360,4050,2024-12-31
1350,8,27,0,630,360,4050,2024-12-31
1351,8,28,434,280,160,1800,2024-12-31
1352,8,29,0,280,160,1800,2024-12-31
1353,8,30,0,280,160,1800,2024-12-31
1354,8,31,2188,154,88,990,2024-12-31
1355,8,32,0,154,88,990,2024-12-31
1356,8,33,0,154,88,990,2024-12-31
1357,8,34,2628,140,80,900,2024-12-31
1358,8,35,0,140,80,900,2024-12-31
1359,8,36,0,140,80,900,2024-12-31
1360,8,37,2961,140,80,900,2024-12-31
1361,8,38,0,385,220,2475,2024-12-31
1362,8,39,0,385,220,2475,2024-12-31
1363,8,40,2148,385,220,2475,2024-12-31
1364,8,41,0,126,72,810,2024-12-31
1365,8,42,0,126,72,810,2024-12-31
1366,8,43,1103,126,72,810,2024-12-31
1367,8,44,0,126,72,810,2024-12-31
1368,8,45,0,140,80,900,2024-12-31
1369,8,46,623,140,80,900,2024-12-31
1370,8,47,0,140,80,900,2024-12-31
1371,8,48,0,140,80,900,2024-12-31
1372,8,49,1127,140,80,900,2024-12-31
1373,8,50,0,140,80,900,2024-12-31
1374,8,51,0,154,88,990,2024-12-31
1375,8,52,2141,154,88,990,2024-12-31
1376,8,53,0,154,88,990,2024-12-31
1377,8,54,0,154,88,990,2024-12-31
1378,8,55,1076,154,88,990,2024-12-31
1379,8,56,0,196,112,1260,2024-12-31
1380,8,57,0,196,112,1260,2024-12-31
1381,8,58,1482,196,112,1260,2024-12-31
1382,8,59,0,196,112,1260,2024-12-31
1383,8,60,0,196,112,1260,2024-12-31
1384,8,61,3166,196,112,1260,2024-12-31
1385,8,62,0,196,112,1260,2024-12-31
1386,8,63,0,98,56,630,2024-12-31
1387,8,64,2570,98,56,630,2024-12-31
1388,8,65,0,98,56,630,2024-12-31
1389,8,66,0,98,56,630,2024-12-31
1390,8,67,4345,196,112,1260,2024-12-31
1391,8,68,0,196,112,1260,2024-12-31
1392,8,69,0,196,112,1260,2024-12-31
1393,8,70,4707,196,112,1260,2024-12-31
1394,8,71,0,70,40,450,2024-12-31
1395,8,72,0,70,40,450,2024-12-31
1396,8,73,121,70,40,450,2024-12-31
1397,8,74,0,70,40,450,2024-12-31
1398,8,75,0,70,40,450,2024-12-31
1399,8,76,349,70,40,450,2024-12-31
1400,8,77,0,70,40,450,2024-12-31
1401,8,78,0,70,40,450,2024-12-31
1402,8,79,4732,224,128,1440,2024-12-31
1403,8,80,0,224,128,1440,2024-12-31
1404,8,81,0,224,128,1440,2024-12-31
1405,8,82,2382,224,128,1440,2024-12-31
1406,8,83,0,224,128,1440,2024-12-31
1407,8,84,0,280,160,1800,2024-12-31
1408,8,85,292,280,160,1800,2024-12-31
1409,8,86,0,280,160,1800,2024-12-31
1410,8,87,0,280,160,1800,2024-12-31
1411,8,88,2675,280,160,1800,2024-12-31
1412,8,89,0,336,192,2160,2024-12-31
1413,8,90,0,336,192,2160,2024-12-31
1414,8,91,4462,336,192,2160,2024-12-31
1415,8,92,0,336,192,2160,2024-12-31
1416,8,93,0,336,192,2160,2024-12-31
1417,8,94,1119,336,192,2160,2024-12-31
1418,8,95,0,224,128,1440,2024-12-31
1419,8,96,0,224,128,1440,2024-12-31
1420,8,97,3186,224,128,1440,2024-12-31
1421,8,98,0,224,128,1440,2024-12-31
1422,8,99,0,224,128,1440,2024-12-31
1423,8,100,5020,336,192,2160,2024-12-31
1424,8,101,0,336,192,2160,2024-12-31
1425,8,102,0,336,192,2160,2024-12-31
1426,8,103,5807,336,192,2160,2024-12-31
1427,8,104,0,336,192,2160,2024-12-31
1428,8,105,0,336,192,2160,2024-12-31
1429,8,106,1978,336,192,2160,2024-12-31
1430,8,107,0,196,112,1260,2024-12-31
1431,8,108,0,196,112,1260,2024-12-31
1432,8,109,3613,196,112,1260,2024-12-31
1433,8,110,0,196,112,1260,2024-12-31
1434,8,111,0,196,112,1260,2024-12-31
1435,8,112,987,84,48,540,2024-12-31
1436,8,113,0,84,48,540,2024-12-31
1437,8,114,0,84,48,540,2024-12-31
1438,8,115,7211,385,220,2475,2024-12-31
1439,8,116,0,385,220,2475,2024-12-31
1440,8,117,0,385,220,2475,2024-12-31
1441,8,118,396,280,160,1800,2024-12-31
1442,8,119,0,280,160,1800,2024-12-31
1443,8,120,0,280,160,1800,2024-12-31
1444,8,121,2143,280,160,1800,2024-12-31
1445,8,122,0,84,48,540,2024-12-31
1446,8,123,0,84,48,540,2024-12-31
1447,8,124,1326,140,80,900,2024-12-31
1448,8,125,0,140,80,900,2024-12-31
1449,8,126,0,70,40,450,2024-12-31
1450,8,127,1100,70,40,450,2024-12-31
1451,8,128,0,56,32,360,2024-12-31
1452,8,129,0,56,32,360,2024-12-31
1453,8,130,1522,154,88,990,2024-12-31
1454,8,131,0,154,88,990,2024-12-31
1455,8,132,0,154,88,990,2024-12-31
1456,8,133,178,70,40,450,2024-12-31
1457,8,134,0,70,40,450,2024-12-31
1458,8,135,0,70,40,450,2024-12-31
1459,8,136,1419,70,40,450,2024-12-31
1460,8,137,0,175,100,1125,2024-12-31
1461,8,138,0,175,100,1125,2024-12-31
1462,8,139,4179,175,100,1125,2024-12-31
1463,8,140,0,175,100,1125,2024-12-31
1464,8,141,0,140,80,900,2024-12-31
1465,8,142,3198,140,80,900,2024-12-31
1466,8,143,0,140,80,900,2024-12-31
1467,8,144,0,140,80,900,2024-12-31
1468,8,145,596,140,80,900,2024-12-31
1469,8,146,0,112,64,720,2024-12-31
1470,8,147,0,112,64,720,2024-12-31
1471,8,148,433,112,64,720,2024-12-31
1472,8,149,0,112,64,720,2024-12-31
1473,8,150,0,91,52,585,2024-12-31
1474,8,151,2353,91,52,585,2024-12-31
1475,8,152,0,91,52,585,2024-12-31
1476,8,153,0,140,80,900,2024-12-31
1477,8,154,2148,140,80,900,2024-12-31
1478,8,155,0,140,80,900,2024-12-31
1479,8,156,0,140,80,900,2024-12-31
1480,8,157,1523,91,52,585,2024-12-31
1481,8,158,0,91,52,585,2024-12-31
1482,8,159,0,91,52,585,2024-12-31
1483,8,160,2174,140,80,900,2024-12-31
1484,8,161,0,140,80,900,2024-12-31
1485,8,162,0,140,80,900,2024-12-31
1486,8,163,384,140,80,900,2024-12-31
1487,8,164,0,140,80,900,2024-12-31
1488,8,165,0,70,40,450,2024-12-31
1489,8,166,1672,70,40,450,2024-12-31
1490,8,167,0,42,24,270,2024-12-31
1491,8,168,0,42,24,270,2024-12-31
1492,8,169,1686,56,32,360,2024-12-31
1493,8,170,0,56,32,360,2024-12-31
1494,8,171,0,56,32,360,2024-12-31
1495,8,172,2204,91,52,585,2024-12-31
1496,8,173,0,91,52,585,2024-12-31
1497,8,174,0,91,52,585,2024-12-31
1498,8,175,675,49,28,315,2024-12-31
1499,8,176,0,49,28,315,2024-12-31
1500,8,177,0,49,28,315,2024-12-31
1501,8,178,1352,49,28,315,2024-12-31
1502,8,179,0,49,28,315,2024-12-31
1503,8,180,0,49,28,315,2024-12-31
1504,8,181,1044,49,28,315,2024-12-31
1505,8,182,0,84,48,540,2024-12-31
1506,8,183,0,84,48,540,2024-12-31
1507,8,184,365,56,32,360,2024-12-31
1508,8,185,0,56,32,360,2024-12-31
1509,8,186,0,56,32,360,2024-12-31
1510,8,187,1120,56,32,360,2024-12-31
1511,8,188,0,56,32,360,2024-12-31
1512,8,189,0,21,12,135,2024-12-31
1513,9,1,965,140,80,900,2024-12-31
1514,9,2,0,140,80,900,2024-12-31
1515,9,3,0,140,80,900,2024-12-31
1516,9,4,3612,140,80,900,2024-12-31
1517,9,5,0,140,80,900,2024-12-31
1518,9,6,0,140,80,900,2024-12-31
1519,9,7,2964,140,80,900,2024-12-31
1520,9,8,0,280,160,1800,2024-12-31
1521,9,9,0,280,160,1800,2024-12-31
1522,9,10,1948,280,160,1800,2024-12-31
1523,9,11,0,280,160,1800,2024-12-31
1524,9,12,0,280,160,1800,2024-12-31
1525,9,13,5729,280,160,1800,2024-12-31
1526,9,14,0,280,160,1800,2024-12-31
1527,9,15,0,280,160,1800,2024-12-31
1528,9,16,6015,280,160,1800,2024-12-31
1529,9,17,0,126,72,810,2024-12-31
1530,9,18,0,126,72,810,2024-12-31
1531,9,19,2189,126,72,810,2024-12-31
1532,9,20,0,126,72,810,2024-12-31
1533,9,21,0,56,32,360,2024-12-31
1534,9,22,883,56,32,360,2024-12-31
1535,9,23,0,56,32,360,2024-12-31
1536,9,24,0,630,360,4050,2024-12-31
1537,9,25,7355,630,360,4050,2024-12-31
1538,9,26,0,630,360,4050,2024-12-31
1539,9,27,0,630,360,4050,2024-12-31
1540,9,28,1096,280,160,1800,2024-12-31
1541,9,29,0,280,160,1800,2024-12-31
1542,9,30,0,280,160,1800,2024-12-31
1543,9,31,1190,154,88,990,2024-12-31
1544,9,32,0,154,88,990,2024-12-31
1545,9,33,0,154,88,990,2024-12-31
1546,9,34,2072,140,80,900,2024-12-31
1547,9,35,0,140,80,900,2024-12-31
1548,9,36,0,140,80,900,2024-12-31
1549,9,37,889,140,80,900,2024-12-31
1550,9,38,0,385,220,2475,2024-12-31
1551,9,39,0,385,220,2475,2024-12-31
1552,9,40,2080,385,220,2475,2024-12-31
1553,9,41,0,126,72,810,2024-12-31
1554,9,42,0,126,72,810,2024-12-31
1555,9,43,2602,126,72,810,2024-12-31
1556,9,44,0,126,72,810,2024-12-31
1557,9,45,0,140,80,900,2024-12-31
1558,9,46,1662,140,80,900,2024-12-31
1559,9,47,0,140,80,900,2024-12-31
1560,9,48,0,140,80,900,2024-12-31
1561,9,49,1233,140,80,900,2024-12-31
1562,9,50,0,140,80,900,2024-12-31
1563,9,51,0,154,88,990,2024-12-31
1564,9,52,1515,154,88,990,2024-12-31
1565,9,53,0,154,88,990,2024-12-31
1566,9,54,0,154,88,990,2024-12-31
1567,9,55,403,154,88,990,2024-12-31
1568,9,56,0,196,112,1260,2024-12-31
1569,9,57,0,196,112,1260,2024-12-31
1570,9,58,350,196,112,1260,2024-12-31
1571,9,59,0,196,112,1260,2024-12-31
1572,9,60,0,196,112,1260,2024-12-31
1573,9,61,5014,196,112,1260,2024-12-31
1574,9,62,0,196,112,1260,2024-12-31
1575,9,63,0,98,56,630,2024-12-31
1576,9,64,1812,98,56,630,2024-12-31
1577,9,65,0,98,56,630,2024-12-31
1578,9,66,0,98,56,630,2024-12-31
1579,9,67,2948,196,112,1260,2024-12-31
1580,9,68,0,196,112,1260,2024-12-31
1581,9,69,0,196,112,1260,2024-12-31
1582,9,70,472,196,112,1260,2024-12-31
1583,9,71,0,70,40,450,2024-12-31
1584,9,72,0,70,40,450,2024-12-31
1585,9,73,163,70,40,450,2024-12-31
1586,9,74,0,70,40,450,2024-12-31
1587,9,75,0,70,40,450,2024-12-31
1588,9,76,398,70,40,450,2024-12-31
1589,9,77,0,70,40,450,2024-12-31
1590,9,78,0,70,40,450,2024-12-31
1591,9,79,1610,224,128,1440,2024-12-31
1592,9,80,0,224,128,1440,2024-12-31
1593,9,81,0,224,128,1440,2024-12-31
1594,9,82,5597,224,128,1440,2024-12-31
1595,9,83,0,224,128,1440,2024-12-31
1596,9,84,0,280,160,1800,2024-12-31
1597,9,85,1102,280,160,1800,2024-12-31
1598,9,86,0,280,160,1800,2024-12-31
1599,9,87,0,280,160,1800,2024-12-31
1600,9,88,2306,280,160,1800,2024-12-31
1601,9,89,0,336,192,2160,2024-12-31
1602,9,90,0,336,192,2160,2024-12-31
1603,9,91,5433,336,192,2160,2024-12-31
1604,9,92,0,336,192,2160,2024-12-31
1605,9,93,0,336,192,2160,2024-12-31
1606,9,94,2477,336,192,2160,2024-12-31
1607,9,95,0,224,128,1440,2024-12-31
1608,9,96,0,224,128,1440,2024-12-31
1609,9,97,4865,224,128,1440,2024-12-31
1610,9,98,0,224,128,1440,2024-12-31
1611,9,99,0,224,128,1440,2024-12-31
1612,9,100,1204,336,192,2160,2024-12-31
1613,9,101,0,336,192,2160,2024-12-31
1614,9,102,0,336,192,2160,2024-12-31
1615,9,103,1744,336,192,2160,2024-12-31
1616,9,104,0,336,192,2160,2024-12-31
1617,9,105,0,336,192,2160,2024-12-31
1618,9,106,7670,336,192,2160,2024-12-31
1619,9,107,0,196,112,1260,2024-12-31
1620,9,108,0,196,112,1260,2024-12-31
1621,9,109,1083,196,112,1260,2024-12-31
1622,9,110,0,196,112,1260,2024-12-31
1623,9,111,0,196,112,1260,2024-12-31
1624,9,112,831,84,48,540,2024-12-31
1625,9,113,0,84,48,540,2024-12-31
1626,9,114,0,84,48,540,2024-12-31
1627,9,115,7475,385,220,2475,2024-12-31
1628,9,116,0,385,220,2475,2024-12-31
1629,9,117,0,385,220,2475,2024-12-31
1630,9,118,705,280,160,1800,2024-12-31
1631,9,119,0,280,160,1800,2024-12-31
1632,9,120,0,280,160,1800,2024-12-31
1633,9,121,3964,280,160,1800,2024-12-31
1634,9,122,0,84,48,540,2024-12-31
1635,9,123,0,84,48,540,2024-12-31
1636,9,124,409,140,80,900,2024-12-31
1637,9,125,0,140,80,900,2024-12-31
1638,9,126,0,70,40,450,2024-12-31
1639,9,127,326,70,40,450,2024-12-31
1640,9,128,0,56,32,360,2024-12-31
1641,9,129,0,56,32,360,2024-12-31
1642,9,130,935,154,88,990,2024-12-31
1643,9,131,0,154,88,990,2024-12-31
1644,9,132,0,154,88,990,2024-12-31
1645,9,133,228,70,40,450,2024-12-31
1646,9,134,0,70,40,450,2024-12-31
1647,9,135,0,70,40,450,2024-12-31
1648,9,136,2001,70,40,450,2024-12-31
1649,9,137,0,175,100,1125,2024-12-31
1650,9,138,0,175,100,1125,2024-12-31
1651,9,139,4726,175,100,1125,2024-12-31
1652,9,140,0,175,100,1125,2024-12-31
1653,9,141,0,140,80,900,2024-12-31
1654,9,142,1535,140,80,900,2024-12-31
1655,9,143,0,140,80,900,2024-12-31
1656,9,144,0,140,80,900,2024-12-31
1657,9,145,1088,140,80,900,2024-12-31
1658,9,146,0,112,64,720,2024-12-31
1659,9,147,0,112,64,720,2024-12-31
1660,9,148,2849,112,64,720,2024-12-31
1661,9,149,0,112,64,720,2024-12-31
1662,9,150,0,91,52,585,2024-12-31
1663,9,151,1287,91,52,585,2024-12-31
1664,9,152,0,91,52,585,2024-12-31
1665,9,153,0,140,80,900,2024-12-31
1666,9,154,227,140,80,900,2024-12-31
1667,9,155,0,140,80,900,2024-12-31
1668,9,156,0,140,80,900,2024-12-31
1669,9,157,1948,91,52,585,2024-12-31
1670,9,158,0,91,52,585,2024-12-31
1671,9,159,0,91,52,585,2024-12-31
1672,9,160,1512,140,80,900,2024-12-31
1673,9,161,0,140,80,900,2024-12-31
1674,9,162,0,140,80,900,2024-12-31
1675,9,163,1223,140,80,900,2024-12-31
1676,9,164,0,140,80,900,2024-12-31
1677,9,165,0,70,40,450,2024-12-31
1678,9,166,1489,70,40,450,2024-12-31
1679,9,167,0,42,24,270,2024-12-31
1680,9,168,0,42,24,270,2024-12-31
1681,9,169,909,56,32,360,2024-12-31
1682,9,170,0,56,32,360,2024-12-31
1683,9,171,0,56,32,360,2024-12-31
1684,9,172,1135,91,52,585,2024-12-31
1685,9,173,0,91,52,585,2024-12-31
1686,9,174,0,91,52,585,2024-12-31
1687,9,175,136,49,28,315,2024-12-31
1688,9,176,0,49,28,315,2024-12-31
1689,9,177,0,49,28,315,2024-12-31
1690,9,178,725,49,28,315,2024-12-31
1691,9,179,0,49,28,315,2024-12-31
1692,9,180,0,49,28,315,2024-12-31
1693,9,181,262,49,28,315,2024-12-31
1694,9,182,0,84,48,540,2024-12-31
1695,9,183,0,84,48,540,2024-12-31
1696,9,184,243,56,32,360,2024-12-31
1697,9,185,0,56,32,360,2024-12-31
1698,9,186,0,56,32,360,2024-12-31
1699,9,187,1380,56,32,360,2024-12-31
1700,9,188,0,56,32,360,2024-12-31
1701,9,189,0,21,12,135,2024-12-31
1702,10,1,1162,140,80,900,2024-12-31
1703,10,2,0,140,80,900,2024-12-31
1704,10,3,0,140,80,900,2024-12-31
1705,10,4,3192,140,80,900,2024-12-31
1706,10,5,0,140,80,900,2024-12-31
1707,10,6,0,140,80,900,2024-12-31
1708,10,7,3839,140,80,900,2024-12-31
1709,10,8,0,280,160,1800,2024-12-31
1710,10,9,0,280,160,1800,2024-12-31
1711,10,10,1358,280,160,1800,2024-12-31
1712,10,11,0,280,160,1800,2024-12-31
1713,10,12,0,280,160,1800,2024-12-31
1714,10,13,5931,280,160,1800,2024-12-31
1715,10,14,0,280,160,1800,2024-12-31
1716,10,15,0,280,160,1800,2024-12-31
1717,10,16,2832,280,160,1800,2024-12-31
1718,10,17,0,126,72,810,2024-12-31
1719,10,18,0,126,72,810,2024-12-31
1720,10,19,1987,126,72,810,2024-12-31
1721,10,20,0,126,72,810,2024-12-31
1722,10,21,0,56,32,360,2024-12-31
1723,10,22,115,56,32,360,2024-12-31
1724,10,23,0,56,32,360,2024-12-31
1725,10,24,0,630,360,4050,2024-12-31
1726,10,25,7531,630,360,4050,2024-12-31
1727,10,26,0,630,360,4050,2024-12-31
1728,10,27,0,630,360,4050,2024-12-31
1729,10,28,6726,280,160,1800,2024-12-31
1730,10,29,0,280,160,1800,2024-12-31
1731,10,30,0,280,160,1800,2024-12-31
1732,10,31,5010,154,88,990,2024-12-31
1733,10,32,0,154,88,990,2024-12-31
1734,10,33,0,154,88,990,2024-12-31
1735,10,34,3061,140,80,900,2024-12-31
1736,10,35,0,140,80,900,2024-12-31
1737,10,36,0,140,80,900,2024-12-31
1738,10,37,1683,140,80,900,2024-12-31
1739,10,38,0,385,220,2475,2024-12-31
1740,10,39,0,385,220,2475,2024-12-31
1741,10,40,1110,385,220,2475,2024-12-31
1742,10,41,0,126,72,810,2024-12-31
1743,10,42,0,126,72,810,2024-12-31
1744,10,43,3241,126,72,810,2024-12-31
1745,10,44,0,126,72,810,2024-12-31
1746,10,45,0,140,80,900,2024-12-31
1747,10,46,807,140,80,900,2024-12-31
1748,10,47,0,140,80,900,2024-12-31
1749,10,48,0,140,80,900,2024-12-31
1750,10,49,701,140,80,900,2024-12-31
1751,10,50,0,140,80,900,2024-12-31
1752,10,51,0,154,88,990,2024-12-31
1753,10,52,1153,154,88,990,2024-12-31
1754,10,53,0,154,88,990,2024-12-31
1755,10,54,0,154,88,990,2024-12-31
1756,10,55,2147,154,88,990,2024-12-31
1757,10,56,0,196,112,1260,2024-12-31
1758,10,57,0,196,112,1260,2024-12-31
1759,10,58,665,196,112,1260,2024-12-31
1760,10,59,0,196,112,1260,2024-12-31
1761,10,60,0,196,112,1260,2024-12-31
1762,10,61,2957,196,112,1260,2024-12-31
1763,10,62,0,196,112,1260,2024-12-31
1764,10,63,0,98,56,630,2024-12-31
1765,10,64,1842,98,56,630,2024-12-31
1766,10,65,0,98,56,630,2024-12-31
1767,10,66,0,98,56,630,2024-12-31
1768,10,67,943,196,112,1260,2024-12-31
1769,10,68,0,196,112,1260,2024-12-31
1770,10,69,0,196,112,1260,2024-12-31
1771,10,70,871,196,112,1260,2024-12-31
1772,10,71,0,70,40,450,2024-12-31
1773,10,72,0,70,40,450,2024-12-31
1774,10,73,236,70,40,450,2024-12-31
1775,10,74,0,70,40,450,2024-12-31
1776,10,75,0,70,40,450,2024-12-31
1777,10,76,760,70,40,450,2024-12-31
1778,10,77,0,70,40,450,2024-12-31
1779,10,78,0,70,40,450,2024-12-31
1780,10,79,3130,224,128,1440,2024-12-31
1781,10,80,0,224,128,1440,2024-12-31
1782,10,81,0,224,128,1440,2024-12-31
1783,10,82,3186,224,128,1440,2024-12-31
1784,10,83,0,224,128,1440,2024-12-31
1785,10,84,0,280,160,1800,2024-12-31
1786,10,85,1345,280,160,1800,2024-12-31
1787,10,86,0,280,160,1800,2024-12-31
1788,10,87,0,280,160,1800,2024-12-31
1789,10,88,1231,280,160,1800,2024-12-31
1790,10,89,0,336,192,2160,2024-12-31
1791,10,90,0,336,192,2160,2024-12-31
1792,10,91,7583,336,192,2160,2024-12-31
1793,10,92,0,336,192,2160,2024-12-31
1794,10,93,0,336,192,2160,2024-12-31
1795,10,94,5034,336,192,2160,2024-12-31
1796,10,95,0,224,128,1440,2024-12-31
1797,10,96,0,224,128,1440,2024-12-31
1798,10,97,5833,224,128,1440,2024-12-31
1799,10,98,0,224,128,1440,2024-12-31
1800,10,99,0,224,128,1440,2024-12-31
1801,10,100,2727,336,192,2160,2024-12-31
1802,10,101,0,336,192,2160,2024-12-31
1803,10,102,0,336,192,2160,2024-12-31
1804,10,103,1623,336,192,2160,2024-12-31
1805,10,104,0,336,192,2160,2024-12-31
1806,10,105,0,336,192,2160,2024-12-31
1807,10,106,670,336,192,2160,2024-12-31
1808,10,107,0,196,112,1260,2024-12-31
1809,10,108,0,196,112,1260,2024-12-31
1810,10,109,3815,196,112,1260,2024-12-31
1811,10,110,0,196,112,1260,2024-12-31
1812,10,111,0,196,112,1260,2024-12-31
1813,10,112,3944,84,48,540,2024-12-31
1814,10,113,0,84,48,540,2024-12-31
1815,10,114,0,84,48,540,2024-12-31
1816,10,115,8125,385,220,2475,2024-12-31
1817,10,116,0,385,220,2475,2024-12-31
1818,10,117,0,385,220,2475,2024-12-31
1819,10,118,2203,280,160,1800,2024-12-31
1820,10,119,0,280,160,1800,2024-12-31
1821,10,120,0,280,160,1800,2024-12-31
1822,10,121,5679,280,160,1800,2024-12-31
1823,10,122,0,84,48,540,2024-12-31
1824,10,123,0,84,48,540,2024-12-31
1825,10,124,376,140,80,900,2024-12-31
1826,10,125,0,140,80,900,2024-12-31
1827,10,126,0,70,40,450,2024-12-31
1828,10,127,1225,70,40,450,2024-12-31
1829,10,128,0,56,32,360,2024-12-31
1830,10,129,0,56,32,360,2024-12-31
1831,10,130,871,154,88,990,2024-12-31
1832,10,131,0,154,88,990,2024-12-31
1833,10,132,0,154,88,990,2024-12-31
1834,10,133,77,70,40,450,2024-12-31
1835,10,134,0,70,40,450,2024-12-31
1836,10,135,0,70,40,450,2024-12-31
1837,10,136,1374,70,40,450,2024-12-31
1838,10,137,0,175,100,1125,2024-12-31
1839,10,138,0,175,100,1125,2024-12-31
1840,10,139,1953,175,100,1125,2024-12-31
1841,10,140,0,175,100,1125,2024-12-31
1842,10,141,0,140,80,900,2024-12-31
1843,10,142,1376,140,80,900,2024-12-31
1844,10,143,0,140,80,900,2024-12-31
1845,10,144,0,140,80,900,2024-12-31
1846,10,145,1538,140,80,900,2024-12-31
1847,10,146,0,112,64,720,2024-12-31
1848,10,147,0,112,64,720,2024-12-31
1849,10,148,588,112,64,720,2024-12-31
1850,10,149,0,112,64,720,2024-12-31
1851,10,150,0,91,52,585,2024-12-31
1852,10,151,1328,91,52,585,2024-12-31
1853,10,152,0,91,52,585,2024-12-31
1854,10,153,0,140,80,900,2024-12-31
1855,10,154,1198,140,80,900,2024-12-31
1856,10,155,0,140,80,900,2024-12-31
1857,10,156,0,140,80,900,2024-12-31
1858,10,157,263,91,52,585,2024-12-31
1859,10,158,0,91,52,585,2024-12-31
1860,10,159,0,91,52,585,2024-12-31
1861,10,160,617,140,80,900,2024-12-31
1862,10,161,0,140,80,900,2024-12-31
1863,10,162,0,140,80,900,2024-12-31
1864,10,163,1085,140,80,900,2024-12-31
1865,10,164,0,140,80,900,2024-12-31
1866,10,165,0,70,40,450,2024-12-31
1867,10,166,1826,70,40,450,2024-12-31
1868,10,167,0,42,24,270,2024-12-31
1869,10,168,0,42,24,270,2024-12-31
1870,10,169,849,56,32,360,2024-12-31
1871,10,170,0,56,32,360,2024-12-31
1872,10,171,0,56,32,360,2024-12-31
1873,10,172,2169,91,52,585,2024-12-31
1874,10,173,0,91,52,585,2024-12-31
1875,10,174,0,91,52,585,2024-12-31
1876,10,175,1248,49,28,315,2024-12-31
1877,10,176,0,49,28,315,2024-12-31
1878,10,177,0,49,28,315,2024-12-31
1879,10,178,1227,49,28,315,2024-12-31
1880,10,179,0,49,28,315,2024-12-31
1881,10,180,0,49,28,315,2024-12-31
1882,10,181,230,49,28,315,2024-12-31
1883,10,182,0,84,48,540,2024-12-31
1884,10,183,0,84,48,540,2024-12-31
1885,10,184,872,56,32,360,2024-12-31
1886,10,185,0,56,32,360,2024-12-31
