po_id,supplier_id,store_id,order_date,expected_delivery,status,total_cost
15096,2,3,2023-02-14,2023-02-18,DELIVERED,183575.34
15097,4,5,2023-02-14,2023-02-23,DELIVERED,15431.8
15098,2,9,2023-02-14,2023-02-18,DELIVERED,25994.7
15099,4,11,2023-02-14,2023-02-21,DELIVERED,153944.52
15100,1,17,2023-02-14,2023-02-18,DELIVERED,32616.09
15101,1,18,2023-02-14,2023-02-17,DELIVERED,51697.8
15102,3,20,2023-02-14,2023-02-19,DELIVERED,8029.9
15103,4,22,2023-02-14,2023-02-21,DELIVERED,47494.74
15104,3,23,2023-02-14,2023-02-19,DELIVERED,22461.4
15105,1,23,2023-02-14,2023-02-17,DELIVERED,32795.55
15106,6,25,2023-02-14,2023-02-19,DELIVERED,4887.44
15107,1,1,2023-02-15,2023-02-17,DELIVERED,15103.92
15108,4,5,2023-02-15,2023-02-23,DELIVERED,15513.02
15109,2,9,2023-02-15,2023-02-19,DELIVERED,25994.7
15110,4,11,2023-02-15,2023-02-22,DELIVERED,158597.42
15111,4,15,2023-02-15,2023-02-22,DELIVERED,112158.94
15112,1,17,2023-02-15,2023-02-19,DELIVERED,32616.09
15113,1,18,2023-02-15,2023-02-18,DELIVERED,51697.8
15114,3,18,2023-02-15,2023-02-21,DELIVERED,6823.68
15115,3,20,2023-02-15,2023-02-21,DELIVERED,8029.9
15116,1,20,2023-02-15,2023-02-18,DELIVERED,7488.96
15117,4,22,2023-02-15,2023-02-23,DELIVERED,47494.74
15118,3,23,2023-02-15,2023-02-21,DELIVERED,22461.4
15119,1,23,2023-02-15,2023-02-18,DELIVERED,32795.55
15120,6,25,2023-02-15,2023-02-19,DELIVERED,5078.48
15121,1,1,2023-02-16,2023-02-19,DELIVERED,15103.92
15122,4,5,2023-02-16,2023-02-25,DELIVERED,15513.02
15123,2,9,2023-02-16,2023-02-20,DELIVERED,25994.7
15124,4,11,2023-02-16,2023-02-24,DELIVERED,158597.42
15125,1,15,2023-02-16,2023-02-20,DELIVERED,115544.7
15126,4,15,2023-02-16,2023-02-23,DELIVERED,112158.94
15127,1,18,2023-02-16,2023-02-20,DELIVERED,53264.4
15128,3,18,2023-02-16,2023-02-22,DELIVERED,6823.68
15129,3,20,2023-02-16,2023-02-22,DELIVERED,8029.9
15130,1,20,2023-02-16,2023-02-19,DELIVERED,7488.96
15131,1,22,2023-02-16,2023-02-19,DELIVERED,51653.04
15132,4,22,2023-02-16,2023-02-24,DELIVERED,47494.74
15133,3,23,2023-02-16,2023-02-21,DELIVERED,22461.4
15134,6,25,2023-02-16,2023-02-21,DELIVERED,5078.48
15135,4,5,2023-02-17,2023-02-26,DELIVERED,15756.68
15136,2,9,2023-02-17,2023-02-21,DELIVERED,25994.7
15137,4,11,2023-02-17,2023-02-25,DELIVERED,164047.96
15138,4,12,2023-02-17,2023-02-24,DELIVERED,81205.56
15139,1,15,2023-02-17,2023-02-21,DELIVERED,115544.7
15140,4,15,2023-02-17,2023-02-25,DELIVERED,112158.94
15141,4,18,2023-02-17,2023-02-23,DELIVERED,32737.32
15142,3,18,2023-02-17,2023-02-23,DELIVERED,7001.38
15143,1,18,2023-02-17,2023-02-20,DELIVERED,41590.03
15144,3,20,2023-02-17,2023-02-23,DELIVERED,8029.9
15145,1,20,2023-02-17,2023-02-20,DELIVERED,7725.68
15146,6,21,2023-02-17,2023-02-23,DELIVERED,28473.3
15147,1,22,2023-02-17,2023-02-21,DELIVERED,53398.68
15148,3,23,2023-02-17,2023-02-22,DELIVERED,22461.4
15149,1,5,2023-02-18,2023-02-20,DELIVERED,52369.2
15150,4,5,2023-02-18,2023-02-27,DELIVERED,16650.1
15151,4,11,2023-02-18,2023-02-26,DELIVERED,164047.96
15152,4,12,2023-02-18,2023-02-26,DELIVERED,83437.65
15153,1,15,2023-02-18,2023-02-21,DELIVERED,115544.7
15154,4,15,2023-02-18,2023-02-26,DELIVERED,117956.42
15155,4,18,2023-02-18,2023-02-25,DELIVERED,32737.32
15156,3,18,2023-02-18,2023-02-24,DELIVERED,7232.39
15157,1,18,2023-02-18,2023-02-22,DELIVERED,43194.79
15158,6,21,2023-02-18,2023-02-23,DELIVERED,29441.02
15159,1,22,2023-02-18,2023-02-21,DELIVERED,55144.32
15160,1,5,2023-02-19,2023-02-22,DELIVERED,52369.2
15161,4,11,2023-02-19,2023-02-26,DELIVERED,171093.78
15162,4,12,2023-02-19,2023-02-27,DELIVERED,83437.65
15163,1,15,2023-02-19,2023-02-23,DELIVERED,115544.7
15164,4,15,2023-02-19,2023-02-26,DELIVERED,123976.88
15165,4,18,2023-02-19,2023-02-25,DELIVERED,34012.8
15166,3,18,2023-02-19,2023-02-25,DELIVERED,7232.39
15167,1,18,2023-02-19,2023-02-23,DELIVERED,43194.79
15168,3,19,2023-02-19,2023-02-25,DELIVERED,6752.6
15169,6,21,2023-02-19,2023-02-25,DELIVERED,30520.4
15170,3,4,2023-02-20,2023-02-24,DELIVERED,19787.31
15171,4,11,2023-02-20,2023-02-28,DELIVERED,171093.78
15172,4,12,2023-02-20,2023-02-27,DELIVERED,85350.87
15173,6,14,2023-02-20,2023-02-26,DELIVERED,4871.52
15174,4,15,2023-02-20,2023-02-27,DELIVERED,123976.88
15175,4,18,2023-02-20,2023-02-27,DELIVERED,35819.73
15176,3,18,2023-02-20,2023-02-26,DELIVERED,7232.39
15177,3,19,2023-02-20,2023-02-26,DELIVERED,6752.6
15178,1,21,2023-02-20,2023-02-24,DELIVERED,24472.4
15179,6,21,2023-02-20,2023-02-25,DELIVERED,30520.4
15180,5,2,2023-02-21,2023-02-26,DELIVERED,67732.15
15181,4,3,2023-02-21,2023-03-02,DELIVERED,48608.56
15182,2,4,2023-02-21,2023-02-24,DELIVERED,83718.18
15183,3,4,2023-02-21,2023-02-26,DELIVERED,19787.31
15184,4,12,2023-02-21,2023-03-01,DELIVERED,85350.87
15185,6,14,2023-02-21,2023-02-28,DELIVERED,4998.88
15186,1,15,2023-02-21,2023-02-25,DELIVERED,33009.9
15187,4,15,2023-02-21,2023-03-01,DELIVERED,127767.54
15188,4,18,2023-02-21,2023-02-27,DELIVERED,35819.73
15189,3,19,2023-02-21,2023-02-27,DELIVERED,6752.6
15190,1,21,2023-02-21,2023-02-25,DELIVERED,25090.55
15191,6,21,2023-02-21,2023-02-27,DELIVERED,30520.4
15192,1,23,2023-02-21,2023-02-24,DELIVERED,43723.5
15193,5,2,2023-02-22,2023-02-26,DELIVERED,67732.15
15194,4,3,2023-02-22,2023-03-02,DELIVERED,51212.59
15195,2,4,2023-02-22,2023-02-25,DELIVERED,85763.34
15196,3,4,2023-02-22,2023-02-27,DELIVERED,19787.31
15197,4,12,2023-02-22,2023-03-02,DELIVERED,85350.87
15198,6,14,2023-02-22,2023-02-28,DELIVERED,4998.88
15199,1,15,2023-02-22,2023-02-25,DELIVERED,33009.9
15200,4,18,2023-02-22,2023-03-01,DELIVERED,35819.73
15201,4,19,2023-02-22,2023-02-28,DELIVERED,32949.9
15202,3,19,2023-02-22,2023-02-28,DELIVERED,6752.6
15203,1,21,2023-02-22,2023-02-25,DELIVERED,25090.55
15204,6,21,2023-02-22,2023-02-28,DELIVERED,30520.4
15205,1,23,2023-02-22,2023-02-25,DELIVERED,43723.5
15206,5,2,2023-02-23,2023-02-28,DELIVERED,67732.15
15207,4,3,2023-02-23,2023-03-03,DELIVERED,51212.59
15208,2,4,2023-02-23,2023-02-27,DELIVERED,85763.34
15209,3,4,2023-02-23,2023-02-28,DELIVERED,19787.31
15210,2,10,2023-02-23,2023-02-26,DELIVERED,36612.0
15211,4,12,2023-02-23,2023-03-03,DELIVERED,87370.38
15212,6,14,2023-02-23,2023-03-01,DELIVERED,4998.88
15213,1,15,2023-02-23,2023-02-27,DELIVERED,33910.17
15214,4,19,2023-02-23,2023-03-01,DELIVERED,32949.9
15215,3,19,2023-02-23,2023-03-01,DELIVERED,6752.6
15216,1,21,2023-02-23,2023-02-26,DELIVERED,25090.55
15217,1,23,2023-02-23,2023-02-26,DELIVERED,43723.5
15218,5,2,2023-02-24,2023-03-01,DELIVERED,69624.55
15219,1,2,2023-02-24,2023-02-27,DELIVERED,31875.75
15220,4,3,2023-02-24,2023-03-04,DELIVERED,51212.59
15221,5,8,2023-02-24,2023-02-28,DELIVERED,30851.1
15222,2,9,2023-02-24,2023-02-28,DELIVERED,84578.67
15223,1,10,2023-02-24,2023-02-26,DELIVERED,66433.0
15224,2,10,2023-02-24,2023-02-27,DELIVERED,37832.4
15225,6,14,2023-02-24,2023-03-02,DELIVERED,4998.88
15226,1,15,2023-02-24,2023-02-27,DELIVERED,34939.05
15227,4,19,2023-02-24,2023-03-02,DELIVERED,34437.96
15228,3,19,2023-02-24,2023-03-02,DELIVERED,6752.6
15229,5,2,2023-02-25,2023-03-02,DELIVERED,69624.55
15230,1,2,2023-02-25,2023-02-28,DELIVERED,31875.75
15231,1,3,2023-02-25,2023-02-27,DELIVERED,67048.68
15232,4,3,2023-02-25,2023-03-05,DELIVERED,53264.25
15233,3,7,2023-02-25,2023-03-02,DELIVERED,48367.8
15234,5,8,2023-02-25,2023-03-01,DELIVERED,31767.96
15235,2,9,2023-02-25,2023-03-01,DELIVERED,84578.67
15236,1,10,2023-02-25,2023-02-28,DELIVERED,68061.68
15237,2,10,2023-02-25,2023-02-28,DELIVERED,37832.4
15238,6,14,2023-02-25,2023-03-04,DELIVERED,5301.36
15239,1,18,2023-02-25,2023-02-28,DELIVERED,17213.04
15240,4,19,2023-02-25,2023-03-02,DELIVERED,35500.86
15241,1,20,2023-02-25,2023-02-28,DELIVERED,12626.91
15242,1,2,2023-02-26,2023-03-01,DELIVERED,31875.75
15243,1,3,2023-02-26,2023-03-01,DELIVERED,69620.88
15244,4,3,2023-02-26,2023-03-07,DELIVERED,53264.25
15245,3,7,2023-02-26,2023-03-03,DELIVERED,50074.4
15246,5,8,2023-02-26,2023-03-02,DELIVERED,32932.62
15247,2,9,2023-02-26,2023-03-01,DELIVERED,87418.74
15248,1,10,2023-02-26,2023-02-28,DELIVERED,105245.51
15249,4,17,2023-02-26,2023-03-06,DELIVERED,81311.85
15250,1,18,2023-02-26,2023-03-01,DELIVERED,17213.04
15251,4,19,2023-02-26,2023-03-04,DELIVERED,35500.86
15252,1,20,2023-02-26,2023-02-28,DELIVERED,12626.91
15253,4,22,2023-02-26,2023-03-05,DELIVERED,13746.0
15254,4,24,2023-02-26,2023-03-04,DELIVERED,39596.7
15255,4,3,2023-02-27,2023-03-07,DELIVERED,53264.25
15256,3,7,2023-02-27,2023-03-03,DELIVERED,51452.4
15257,5,8,2023-02-27,2023-03-04,DELIVERED,32932.62
15258,2,9,2023-02-27,2023-03-03,DELIVERED,87418.74
15259,1,10,2023-02-27,2023-03-02,DELIVERED,105245.51
15260,4,17,2023-02-27,2023-03-06,DELIVERED,81311.85
15261,1,18,2023-02-27,2023-03-02,DELIVERED,17213.04
15262,4,19,2023-02-27,2023-03-05,DELIVERED,35500.86
15263,1,20,2023-02-27,2023-03-01,DELIVERED,13038.21
15264,4,22,2023-02-27,2023-03-06,DELIVERED,14311.5
15265,4,24,2023-02-27,2023-03-06,DELIVERED,39596.7
15266,4,3,2023-02-28,2023-03-09,DELIVERED,54684.63
15267,3,7,2023-02-28,2023-03-05,DELIVERED,52618.4
15268,4,11,2023-02-28,2023-03-08,DELIVERED,243048.2
15269,4,17,2023-02-28,2023-03-07,DELIVERED,83862.81
15270,7,21,2023-02-28,2023-03-03,DELIVERED,20500.13
15271,4,22,2023-02-28,2023-03-08,DELIVERED,14311.5
15272,4,24,2023-02-28,2023-03-06,DELIVERED,39596.7
15273,4,3,2023-03-01,2023-03-10,DELIVERED,54684.63
15274,1,7,2023-03-01,2023-03-04,DELIVERED,94837.23
15275,3,7,2023-03-01,2023-03-06,DELIVERED,52618.4
15276,4,11,2023-03-01,2023-03-08,DELIVERED,243048.2
15277,4,12,2023-03-01,2023-03-09,DELIVERED,33886.5
15278,3,13,2023-03-01,2023-03-08,DELIVERED,105967.8
15279,4,17,2023-03-01,2023-03-09,DELIVERED,83862.81
15280,7,21,2023-03-01,2023-03-05,DELIVERED,20500.13
15281,4,22,2023-03-01,2023-03-08,DELIVERED,14311.5
15282,4,24,2023-03-01,2023-03-07,DELIVERED,39596.7
15283,1,3,2023-03-02,2023-03-05,DELIVERED,147695.56
15284,1,3,2023-03-02,2023-03-04,DELIVERED,58923.24
15285,3,4,2023-03-02,2023-03-07,DELIVERED,32163.2
15286,1,7,2023-03-02,2023-03-04,DELIVERED,94837.23
15287,4,11,2023-03-02,2023-03-10,DELIVERED,247953.76
15288,4,12,2023-03-02,2023-03-09,DELIVERED,33886.5
15289,3,13,2023-03-02,2023-03-09,DELIVERED,109707.84
15290,3,14,2023-03-02,2023-03-09,DELIVERED,29746.4
15291,4,17,2023-03-02,2023-03-09,DELIVERED,83862.81
15292,7,21,2023-03-02,2023-03-06,DELIVERED,21129.29
15293,4,22,2023-03-02,2023-03-09,DELIVERED,14311.5
15294,4,24,2023-03-02,2023-03-08,DELIVERED,39596.7
15295,5,24,2023-03-02,2023-03-07,DELIVERED,23970.4
15296,1,3,2023-03-03,2023-03-05,DELIVERED,147695.56
15297,1,3,2023-03-03,2023-03-05,DELIVERED,58923.24
15298,3,4,2023-03-03,2023-03-08,DELIVERED,32163.2
15299,1,7,2023-03-03,2023-03-05,DELIVERED,94837.23
15300,4,11,2023-03-03,2023-03-10,DELIVERED,253974.22
15301,4,12,2023-03-03,2023-03-10,DELIVERED,34756.5
15302,3,13,2023-03-03,2023-03-10,DELIVERED,113794.18
15303,3,14,2023-03-03,2023-03-10,DELIVERED,19031.67
15304,3,14,2023-03-03,2023-03-10,DELIVERED,29746.4
15305,4,17,2023-03-03,2023-03-11,DELIVERED,83862.81
15306,3,19,2023-03-03,2023-03-09,DELIVERED,11898.56
15307,4,22,2023-03-03,2023-03-10,DELIVERED,14311.5
15308,4,24,2023-03-03,2023-03-09,DELIVERED,40935.18
15309,5,24,2023-03-03,2023-03-09,DELIVERED,23970.4
15310,3,2,2023-03-04,2023-03-08,DELIVERED,23298.8
15311,1,3,2023-03-04,2023-03-06,DELIVERED,147695.56
15312,3,4,2023-03-04,2023-03-08,DELIVERED,32163.2
15313,5,7,2023-03-04,2023-03-08,DELIVERED,66658.2
15314,1,9,2023-03-04,2023-03-06,DELIVERED,67118.76
15315,4,11,2023-03-04,2023-03-12,DELIVERED,253974.22
15316,4,12,2023-03-04,2023-03-12,DELIVERED,34756.5
15317,5,12,2023-03-04,2023-03-09,DELIVERED,66785.95
15318,3,13,2023-03-04,2023-03-11,DELIVERED,113794.18
15319,3,14,2023-03-04,2023-03-11,DELIVERED,19778.01
15320,3,14,2023-03-04,2023-03-10,DELIVERED,29746.4
15321,4,17,2023-03-04,2023-03-11,DELIVERED,87901.83
15322,3,19,2023-03-04,2023-03-11,DELIVERED,12524.8
15323,4,22,2023-03-04,2023-03-11,DELIVERED,14833.5
15324,5,24,2023-03-04,2023-03-09,DELIVERED,25074.3
15325,3,1,2023-03-05,2023-03-10,DELIVERED,23765.2
15326,1,1,2023-03-05,2023-03-07,DELIVERED,26671.36
15327,3,2,2023-03-05,2023-03-10,DELIVERED,23298.8
15328,3,4,2023-03-05,2023-03-10,DELIVERED,32163.2
15329,2,5,2023-03-05,2023-03-08,DELIVERED,9701.29
15330,5,7,2023-03-05,2023-03-09,DELIVERED,66658.2
15331,1,8,2023-03-05,2023-03-08,DELIVERED,21433.92
15332,1,9,2023-03-05,2023-03-07,DELIVERED,69947.52
15333,4,11,2023-03-05,2023-03-13,DELIVERED,253974.22
15334,4,12,2023-03-05,2023-03-13,DELIVERED,34756.5
15335,5,12,2023-03-05,2023-03-10,DELIVERED,66785.95
15336,3,13,2023-03-05,2023-03-11,DELIVERED,113794.18
15337,3,14,2023-03-05,2023-03-11,DELIVERED,19778.01
15338,3,14,2023-03-05,2023-03-11,DELIVERED,29746.4
15339,1,15,2023-03-05,2023-03-08,DELIVERED,43525.4
15340,4,17,2023-03-05,2023-03-13,DELIVERED,87901.83
15341,3,19,2023-03-05,2023-03-11,DELIVERED,12524.8
15342,1,24,2023-03-05,2023-03-09,DELIVERED,7833.28
15343,5,24,2023-03-05,2023-03-11,DELIVERED,25074.3
15344,2,25,2023-03-05,2023-03-09,DELIVERED,24419.55
15345,3,1,2023-03-06,2023-03-10,DELIVERED,25556.6
15346,1,1,2023-03-06,2023-03-09,DELIVERED,27443.2
15347,3,2,2023-03-06,2023-03-11,DELIVERED,23298.8
15348,1,4,2023-03-06,2023-03-08,DELIVERED,117803.8
15349,1,4,2023-03-06,2023-03-08,DELIVERED,43836.7
15350,1,4,2023-03-06,2023-03-09,DELIVERED,42157.2
15351,3,4,2023-03-06,2023-03-10,DELIVERED,32163.2
15352,2,5,2023-03-06,2023-03-10,DELIVERED,9701.29
15353,5,7,2023-03-06,2023-03-10,DELIVERED,66658.2
15354,2,7,2023-03-06,2023-03-09,DELIVERED,56865.53
15355,1,8,2023-03-06,2023-03-09,DELIVERED,21433.92
15356,4,9,2023-03-06,2023-03-14,DELIVERED,112604.9
15357,4,11,2023-03-06,2023-03-14,DELIVERED,253974.22
15358,4,12,2023-03-06,2023-03-14,DELIVERED,35409.0
15359,5,12,2023-03-06,2023-03-10,DELIVERED,70570.75
15360,3,13,2023-03-06,2023-03-12,DELIVERED,116841.62
15361,3,14,2023-03-06,2023-03-13,DELIVERED,20417.73
15362,3,14,2023-03-06,2023-03-13,DELIVERED,30372.64
15363,3,14,2023-03-06,2023-03-12,DELIVERED,19480.53
15364,1,15,2023-03-06,2023-03-10,DELIVERED,43525.4
15365,1,15,2023-03-06,2023-03-09,DELIVERED,102838.37
15366,3,19,2023-03-06,2023-03-12,DELIVERED,12837.92
15367,6,24,2023-03-06,2023-03-11,DELIVERED,18712.44
15368,1,24,2023-03-06,2023-03-10,DELIVERED,7833.28
15369,5,24,2023-03-06,2023-03-12,DELIVERED,25074.3
15370,2,25,2023-03-06,2023-03-09,DELIVERED,24419.55
15371,3,1,2023-03-07,2023-03-12,DELIVERED,25556.6
15372,3,2,2023-03-07,2023-03-11,DELIVERED,23298.8
15373,1,4,2023-03-07,2023-03-10,DELIVERED,117803.8
15374,1,4,2023-03-07,2023-03-09,DELIVERED,44912.1
15375,1,4,2023-03-07,2023-03-10,DELIVERED,42157.2
15376,2,5,2023-03-07,2023-03-11,DELIVERED,9701.29
15377,1,6,2023-03-07,2023-03-09,DELIVERED,15006.16
15378,5,7,2023-03-07,2023-03-12,DELIVERED,66658.2
15379,2,7,2023-03-07,2023-03-11,DELIVERED,58462.59
15380,1,8,2023-03-07,2023-03-09,DELIVERED,22251.68
15381,4,9,2023-03-07,2023-03-16,DELIVERED,112604.9
15382,4,11,2023-03-07,2023-03-14,DELIVERED,253974.22
15383,4,12,2023-03-07,2023-03-14,DELIVERED,36192.0
15384,5,12,2023-03-07,2023-03-11,DELIVERED,70570.75
15385,3,13,2023-03-07,2023-03-13,DELIVERED,120131.47
15386,3,14,2023-03-07,2023-03-13,DELIVERED,20417.73
15387,3,14,2023-03-07,2023-03-13,DELIVERED,30372.64
15388,3,14,2023-03-07,2023-03-13,DELIVERED,19480.53
15389,4,15,2023-03-07,2023-03-15,DELIVERED,43876.96
15390,1,15,2023-03-07,2023-03-10,DELIVERED,44855.5
15391,1,15,2023-03-07,2023-03-11,DELIVERED,102838.37
15392,5,17,2023-03-07,2023-03-12,DELIVERED,30553.74
15393,3,19,2023-03-07,2023-03-13,DELIVERED,12837.92
15394,6,24,2023-03-07,2023-03-11,DELIVERED,18712.44
15395,1,24,2023-03-07,2023-03-11,DELIVERED,8166.84
15396,2,25,2023-03-07,2023-03-11,DELIVERED,24419.55
15397,3,1,2023-03-08,2023-03-13,DELIVERED,25556.6
15398,1,3,2023-03-08,2023-03-10,DELIVERED,239354.4
15399,1,4,2023-03-08,2023-03-11,DELIVERED,42157.2
15400,1,6,2023-03-08,2023-03-11,DELIVERED,15006.16
15401,2,7,2023-03-08,2023-03-11,DELIVERED,58462.59
15402,4,9,2023-03-08,2023-03-17,DELIVERED,112604.9
15403,4,12,2023-03-08,2023-03-15,DELIVERED,36192.0
15404,5,12,2023-03-08,2023-03-12,DELIVERED,70570.75
15405,3,14,2023-03-08,2023-03-14,DELIVERED,21626.09
15406,3,14,2023-03-08,2023-03-15,DELIVERED,31546.84
15407,3,14,2023-03-08,2023-03-14,DELIVERED,19480.53
15408,4,15,2023-03-08,2023-03-16,DELIVERED,43876.96
15409,1,15,2023-03-08,2023-03-11,DELIVERED,102838.37
15410,2,16,2023-03-08,2023-03-12,DELIVERED,87765.09
15411,5,17,2023-03-08,2023-03-13,DELIVERED,30553.74
15412,3,19,2023-03-08,2023-03-14,DELIVERED,12837.92
15413,5,23,2023-03-08,2023-03-13,DELIVERED,20547.9
15414,6,24,2023-03-08,2023-03-13,DELIVERED,18712.44
15415,1,24,2023-03-08,2023-03-13,DELIVERED,8166.84
15416,2,25,2023-03-08,2023-03-11,DELIVERED,24419.55
15417,3,1,2023-03-09,2023-03-14,DELIVERED,25556.6
15418,1,3,2023-03-09,2023-03-11,DELIVERED,239354.4
15419,4,9,2023-03-09,2023-03-18,DELIVERED,115280.66
15420,3,14,2023-03-09,2023-03-16,DELIVERED,21626.09
15421,3,14,2023-03-09,2023-03-15,DELIVERED,19480.53
15422,4,15,2023-03-09,2023-03-16,DELIVERED,43876.96
15423,4,16,2023-03-09,2023-03-17,DELIVERED,33712.5
15424,4,16,2023-03-09,2023-03-18,DELIVERED,44286.26
15425,2,16,2023-03-09,2023-03-14,DELIVERED,87765.09
15426,5,17,2023-03-09,2023-03-13,DELIVERED,30553.74
15427,5,23,2023-03-09,2023-03-15,DELIVERED,20547.9
15428,6,24,2023-03-09,2023-03-13,DELIVERED,18712.44
15429,1,25,2023-03-09,2023-03-11,DELIVERED,26585.6
15430,4,9,2023-03-10,2023-03-18,DELIVERED,115280.66
15431,3,14,2023-03-10,2023-03-16,DELIVERED,19480.53
15432,4,15,2023-03-10,2023-03-17,DELIVERED,43876.96
15433,4,16,2023-03-10,2023-03-19,DELIVERED,34930.5
15434,4,16,2023-03-10,2023-03-19,DELIVERED,44286.26
15435,2,16,2023-03-10,2023-03-15,DELIVERED,87765.09
15436,5,17,2023-03-10,2023-03-15,DELIVERED,30553.74
15437,5,23,2023-03-10,2023-03-15,DELIVERED,20547.9
15438,6,24,2023-03-10,2023-03-15,DELIVERED,19611.06
15439,1,25,2023-03-10,2023-03-12,DELIVERED,27443.2
15440,3,2,2023-03-11,2023-03-16,DELIVERED,32501.76
15441,4,9,2023-03-11,2023-03-20,DELIVERED,115280.66
15442,3,14,2023-03-11,2023-03-17,DELIVERED,19480.53
15443,4,15,2023-03-11,2023-03-18,DELIVERED,43876.96
15444,4,16,2023-03-11,2023-03-19,DELIVERED,34930.5
15445,4,16,2023-03-11,2023-03-19,DELIVERED,44286.26
15446,2,16,2023-03-11,2023-03-16,DELIVERED,87765.09
15447,5,17,2023-03-11,2023-03-16,DELIVERED,30553.74
15448,7,17,2023-03-11,2023-03-14,DELIVERED,65352.0
15449,1,19,2023-03-11,2023-03-16,DELIVERED,7704.16
15450,5,22,2023-03-11,2023-03-15,DELIVERED,25074.3
15451,5,23,2023-03-11,2023-03-17,DELIVERED,20547.9
15452,5,25,2023-03-11,2023-03-15,DELIVERED,69827.1
15453,3,2,2023-03-12,2023-03-17,DELIVERED,32501.76
15454,2,5,2023-03-12,2023-03-15,DELIVERED,12882.0
15455,1,7,2023-03-12,2023-03-15,DELIVERED,44406.52
15456,7,7,2023-03-12,2023-03-17,DELIVERED,572231.08
15457,4,9,2023-03-12,2023-03-20,DELIVERED,115280.66
15458,4,11,2023-03-12,2023-03-19,DELIVERED,107746.59
15459,4,15,2023-03-12,2023-03-20,DELIVERED,45186.72
15460,1,16,2023-03-12,2023-03-16,DELIVERED,43804.98
15461,4,16,2023-03-12,2023-03-20,DELIVERED,34930.5
15462,4,16,2023-03-12,2023-03-20,DELIVERED,45596.02
15463,1,16,2023-03-12,2023-03-16,DELIVERED,27003.6
15464,7,17,2023-03-12,2023-03-15,DELIVERED,68208.0
15465,1,19,2023-03-12,2023-03-16,DELIVERED,8059.24
15466,5,22,2023-03-12,2023-03-16,DELIVERED,25074.3
15467,5,23,2023-03-12,2023-03-17,DELIVERED,21434.28
15468,1,25,2023-03-12,2023-03-14,DELIVERED,33910.17
15469,5,25,2023-03-12,2023-03-16,DELIVERED,69827.1
15470,3,2,2023-03-13,2023-03-17,DELIVERED,32501.76
15471,2,5,2023-03-13,2023-03-17,DELIVERED,12882.0
15472,1,7,2023-03-13,2023-03-15,DELIVERED,44406.52
15473,7,7,2023-03-13,2023-03-18,DELIVERED,589290.78
15474,4,9,2023-03-13,2023-03-22,DELIVERED,117733.44
15475,4,11,2023-03-13,2023-03-20,DELIVERED,107746.59
15476,4,15,2023-03-13,2023-03-21,DELIVERED,45186.72
15477,1,16,2023-03-13,2023-03-17,DELIVERED,45349.74
15478,4,16,2023-03-13,2023-03-21,DELIVERED,34930.5
15479,4,16,2023-03-13,2023-03-22,DELIVERED,45596.02
15480,1,16,2023-03-13,2023-03-17,DELIVERED,27003.6
15481,7,17,2023-03-13,2023-03-16,DELIVERED,68208.0
15482,1,19,2023-03-13,2023-03-17,DELIVERED,8478.88
15483,5,22,2023-03-13,2023-03-18,DELIVERED,25074.3
15484,1,25,2023-03-13,2023-03-15,DELIVERED,34767.57
15485,5,25,2023-03-13,2023-03-18,DELIVERED,71530.2
15486,3,2,2023-03-14,2023-03-18,DELIVERED,32501.76
15487,2,5,2023-03-14,2023-03-18,DELIVERED,13119.3
15488,1,7,2023-03-14,2023-03-17,DELIVERED,44406.52
15489,7,7,2023-03-14,2023-03-18,DELIVERED,589290.78
15490,4,11,2023-03-14,2023-03-22,DELIVERED,110936.0
15491,4,15,2023-03-14,2023-03-21,DELIVERED,45186.72
15492,1,16,2023-03-14,2023-03-18,DELIVERED,45349.74
15493,4,16,2023-03-14,2023-03-23,DELIVERED,34930.5
15494,4,16,2023-03-14,2023-03-23,DELIVERED,46946.71
15495,1,16,2023-03-14,2023-03-17,DELIVERED,27003.6
15496,1,19,2023-03-14,2023-03-19,DELIVERED,8478.88
15497,2,20,2023-03-14,2023-03-18,DELIVERED,12915.9
15498,5,22,2023-03-14,2023-03-19,DELIVERED,25862.8
15499,5,25,2023-03-14,2023-03-19,DELIVERED,71530.2
15500,3,2,2023-03-15,2023-03-20,DELIVERED,32501.76
15501,7,7,2023-03-15,2023-03-20,DELIVERED,603669.67
15502,4,11,2023-03-15,2023-03-23,DELIVERED,93484.12
15503,4,11,2023-03-15,2023-03-23,DELIVERED,110936.0
15504,6,15,2023-03-15,2023-03-20,DELIVERED,48657.63
15505,1,16,2023-03-15,2023-03-18,DELIVERED,45349.74
15506,4,16,2023-03-15,2023-03-23,DELIVERED,35670.0
15507,4,16,2023-03-15,2023-03-23,DELIVERED,46946.71
15508,1,16,2023-03-15,2023-03-19,DELIVERED,28111.44
15509,1,19,2023-03-15,2023-03-19,DELIVERED,8478.88
15510,2,20,2023-03-15,2023-03-18,DELIVERED,13526.1
15511,4,22,2023-03-15,2023-03-22,DELIVERED,9074.65
15512,4,6,2023-03-16,2023-03-25,DELIVERED,24146.46
15513,7,7,2023-03-16,2023-03-20,DELIVERED,616830.01
15514,1,7,2023-03-16,2023-03-19,DELIVERED,69550.83
15515,4,11,2023-03-16,2023-03-24,DELIVERED,93484.12
15516,4,11,2023-03-16,2023-03-23,DELIVERED,110936.0
15517,6,15,2023-03-16,2023-03-21,DELIVERED,48657.63
15518,4,16,2023-03-16,2023-03-24,DELIVERED,35670.0
